employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,awards_won,avg_training_score,is_promoted
56187,Procurement,region_26,Bachelor's,m,sourcing,2,42,3,7,0,68,no_promoted
16408,Sales & Marketing,region_29,Bachelor's,m,other,1,38,1,4,0,50,no_promoted
74647,Sales & Marketing,region_10,Master's & above,m,other,1,31,4,3,0,41,no_promoted
64410,Procurement,region_7,Master's & above,f,other,1,33,1,4,0,69,no_promoted
23679,Procurement,region_26,Bachelor's,m,other,1,31,3,4,0,70,no_promoted
11409,R&D,region_26,Master's & above,m,other,1,28,2,3,0,84,no_promoted
47226,Operations,region_2,Bachelor's,f,sourcing,1,53,3,25,0,59,no_promoted
47430,Procurement,region_20,Bachelor's,f,other,2,31,5,5,0,66,no_promoted
56121,Technology,region_13,Bachelor's,f,sourcing,1,32,3,6,0,85,no_promoted
72667,Sales & Marketing,region_34,Bachelor's,m,other,1,38,4,7,0,53,no_promoted
26240,Legal,region_12,Bachelor's,f,other,1,25,5,2,0,,no_promoted
9346,Sales & Marketing,region_22,Bachelor's,m,other,2,30,1,4,0,53,no_promoted
11791,Sales & Marketing,region_19,Bachelor's,m,sourcing,1,35,3,4,0,48,no_promoted
4405,Technology,region_26,Bachelor's,m,sourcing,1,39,4,12,0,80,no_promoted
59879,Procurement,region_2,Below Secondary,f,other,1,26,,1,0,71,no_promoted
64933,Sales & Marketing,region_13,Bachelor's,m,other,2,31,1,5,0,52,no_promoted
71971,Operations,region_22,Master's & above,m,sourcing,2,38,3,8,0,57,no_promoted
20823,Operations,region_22,Bachelor's,m,other,1,34,4,5,0,68,promoted
61994,Analytics,region_19,Bachelor's,m,sourcing,1,27,,1,0,86,no_promoted
75939,Technology,region_6,Bachelor's,f,other,1,27,4,5,0,79,no_promoted
17855,Procurement,region_7,Bachelor's,m,sourcing,1,47,5,13,0,70,no_promoted
66369,Analytics,region_27,Bachelor's,m,sourcing,1,33,3,9,0,86,no_promoted
63248,Operations,region_7,Master's & above,m,other,3,51,2,7,0,59,no_promoted
7778,Technology,region_7,Bachelor's,m,sourcing,2,41,2,12,0,78,no_promoted
4867,Finance,region_31,Bachelor's,f,other,1,26,,1,0,62,no_promoted
36206,Technology,region_2,Bachelor's,f,referred,1,39,4,2,0,80,no_promoted
71572,Procurement,region_8,Bachelor's,m,other,1,29,4,5,0,79,promoted
48387,Sales & Marketing,region_7,Master's & above,m,sourcing,2,34,5,5,0,50,promoted
7224,Legal,region_2,Master's & above,m,other,1,34,5,5,0,57,no_promoted
53319,Procurement,region_13,Bachelor's,m,other,1,30,3,2,0,66,no_promoted
69189,Finance,region_2,Bachelor's,f,other,1,31,,1,0,,no_promoted
44497,Procurement,region_17,Bachelor's,m,sourcing,1,33,2,7,0,68,no_promoted
1037,Procurement,region_26,Bachelor's,m,sourcing,2,28,5,1,0,71,no_promoted
66901,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,54,4,4,1,43,promoted
62829,Sales & Marketing,region_13,Bachelor's,m,other,2,26,3,4,0,50,no_promoted
54536,Procurement,region_2,Bachelor's,m,sourcing,1,46,5,6,1,72,no_promoted
36853,Procurement,region_13,Master's & above,f,sourcing,1,32,5,6,0,65,promoted
49386,Technology,region_33,Bachelor's,f,sourcing,1,36,3,7,0,81,no_promoted
3317,Technology,region_5,Bachelor's,f,sourcing,1,38,5,7,0,79,no_promoted
12871,Procurement,region_20,Master's & above,f,sourcing,1,33,3,8,0,69,no_promoted
61107,Sales & Marketing,region_31,,m,sourcing,1,30,1,7,0,48,no_promoted
46767,Analytics,region_22,Bachelor's,m,other,2,29,5,5,0,83,no_promoted
31608,Sales & Marketing,region_28,,m,sourcing,1,33,5,9,0,46,no_promoted
19700,Technology,region_16,Master's & above,m,other,1,39,3,8,0,78,no_promoted
75243,Analytics,region_31,Bachelor's,m,other,1,27,5,6,0,85,no_promoted
43363,Analytics,region_7,Master's & above,m,other,1,46,3,12,0,87,no_promoted
53363,Analytics,region_22,Bachelor's,m,sourcing,1,25,5,2,0,85,promoted
76852,Procurement,region_14,Master's & above,m,other,1,37,2,10,0,68,no_promoted
29996,Sales & Marketing,region_7,Bachelor's,m,other,1,40,3,4,0,50,no_promoted
65780,Operations,region_6,Bachelor's,f,sourcing,1,35,5,6,0,58,no_promoted
32706,Sales & Marketing,region_20,Master's & above,m,other,1,36,5,6,0,50,no_promoted
8594,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,29,5,7,0,,no_promoted
70876,Sales & Marketing,region_28,Bachelor's,m,other,1,32,5,5,0,47,no_promoted
17031,Sales & Marketing,region_2,Master's & above,f,other,1,35,5,9,0,51,no_promoted
34442,Technology,region_2,Master's & above,f,other,2,39,3,4,0,76,no_promoted
4633,Operations,region_2,Master's & above,f,other,1,49,3,18,0,69,promoted
6517,Analytics,region_7,Bachelor's,m,sourcing,1,27,4,3,0,83,no_promoted
32174,Operations,region_22,Bachelor's,m,other,2,25,4,3,0,57,no_promoted
68412,Procurement,region_5,Bachelor's,f,other,1,30,5,3,0,73,no_promoted
54119,Technology,region_2,Bachelor's,f,sourcing,1,44,4,14,0,76,no_promoted
16855,Technology,region_10,Master's & above,m,sourcing,1,35,3,10,0,83,no_promoted
17712,Procurement,region_7,Master's & above,f,other,1,50,5,23,0,72,no_promoted
1456,Operations,region_22,Bachelor's,f,sourcing,1,24,,1,0,56,no_promoted
2376,Operations,region_16,Bachelor's,f,other,1,29,,1,0,58,no_promoted
28350,Technology,region_9,Bachelor's,m,other,1,34,4,6,0,81,no_promoted
36888,Procurement,region_2,Bachelor's,f,other,1,32,4,4,0,65,no_promoted
42412,Procurement,region_7,Master's & above,m,other,1,44,3,13,0,70,no_promoted
20905,Procurement,region_7,Master's & above,f,sourcing,1,37,3,9,0,81,promoted
66700,Sales & Marketing,region_22,Master's & above,f,other,1,35,1,6,0,48,no_promoted
72107,Technology,region_7,Bachelor's,f,sourcing,1,26,,1,0,82,no_promoted
38415,Procurement,region_11,Master's & above,f,other,1,32,3,3,0,65,no_promoted
75454,Procurement,region_13,Bachelor's,f,other,1,40,5,4,0,69,no_promoted
43055,Sales & Marketing,region_25,Master's & above,m,sourcing,1,37,5,7,0,51,no_promoted
1139,Sales & Marketing,region_23,Master's & above,m,sourcing,1,40,2,6,0,53,no_promoted
11779,Operations,region_7,Master's & above,m,other,1,32,4,6,0,59,no_promoted
14997,Analytics,region_27,Bachelor's,m,other,2,27,4,5,0,84,no_promoted
14623,Sales & Marketing,region_2,Bachelor's,m,other,1,38,4,5,0,52,no_promoted
11068,Operations,region_2,Master's & above,f,sourcing,1,38,4,7,0,60,no_promoted
51176,Finance,region_30,Bachelor's,m,sourcing,1,28,3,3,1,,promoted
71022,Procurement,region_15,Bachelor's,m,other,1,31,2,6,0,65,no_promoted
30605,Procurement,region_15,Bachelor's,m,sourcing,1,30,3,6,0,71,no_promoted
1261,Sales & Marketing,region_33,Master's & above,m,other,1,36,4,7,0,51,no_promoted
18896,Sales & Marketing,region_2,Bachelor's,m,other,1,28,4,4,0,59,promoted
35199,Analytics,region_2,Bachelor's,m,sourcing,2,37,3,3,0,83,no_promoted
30205,Operations,region_2,Bachelor's,m,sourcing,1,37,3,12,0,62,no_promoted
66680,Sales & Marketing,region_26,Master's & above,m,other,1,34,3,9,0,46,no_promoted
55059,Finance,region_2,Bachelor's,m,other,1,31,4,4,0,59,no_promoted
45693,Analytics,region_22,Bachelor's,m,referred,2,32,4,8,0,81,no_promoted
8959,Sales & Marketing,region_7,Bachelor's,m,other,1,31,4,4,0,44,no_promoted
35856,Operations,region_7,Bachelor's,f,sourcing,2,36,5,4,0,60,no_promoted
65159,Sales & Marketing,region_25,Bachelor's,m,other,1,30,3,6,0,51,no_promoted
9927,Analytics,region_25,Master's & above,m,other,1,33,3,9,0,83,no_promoted
40220,Technology,region_31,Bachelor's,f,other,1,28,,1,0,81,no_promoted
5826,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,32,3,6,0,48,no_promoted
39236,Sales & Marketing,region_2,Bachelor's,m,other,1,54,2,9,0,54,no_promoted
33290,R&D,region_2,Master's & above,f,other,1,33,,1,0,87,promoted
20576,Analytics,region_15,Bachelor's,m,sourcing,2,31,3,5,0,80,no_promoted
48595,Analytics,region_16,Bachelor's,m,sourcing,1,33,3,2,0,84,no_promoted
14984,Sales & Marketing,region_22,Master's & above,m,other,2,36,3,7,0,54,no_promoted
46591,Sales & Marketing,region_32,Bachelor's,m,other,1,30,5,3,0,47,no_promoted
438,Sales & Marketing,region_31,Master's & above,m,other,3,33,3,6,0,50,no_promoted
27513,R&D,region_29,Bachelor's,m,other,1,29,5,5,0,81,no_promoted
43262,Operations,region_2,Master's & above,f,sourcing,1,45,2,6,0,56,no_promoted
8209,Sales & Marketing,region_2,,m,sourcing,3,23,,1,0,51,no_promoted
75330,Technology,region_16,Bachelor's,f,other,1,45,3,18,0,82,no_promoted
1423,Operations,region_19,Bachelor's,f,sourcing,1,39,5,8,0,58,no_promoted
783,Operations,region_15,Bachelor's,m,sourcing,1,34,5,5,0,65,no_promoted
35125,Procurement,region_2,Bachelor's,m,other,1,30,4,5,0,75,no_promoted
44113,Sales & Marketing,region_28,Master's & above,m,other,2,40,3,11,0,48,no_promoted
49190,Technology,region_17,Bachelor's,m,other,1,29,3,2,0,78,no_promoted
20104,Sales & Marketing,region_30,Bachelor's,m,sourcing,1,34,3,7,0,53,no_promoted
11719,Sales & Marketing,region_6,Bachelor's,m,other,1,26,2,2,0,50,no_promoted
51486,Analytics,region_14,Bachelor's,m,other,1,34,5,9,0,86,no_promoted
27480,Sales & Marketing,region_23,,m,other,1,41,4,2,0,51,no_promoted
8680,Sales & Marketing,region_23,Master's & above,f,sourcing,1,33,5,4,0,51,no_promoted
2035,Operations,region_2,Master's & above,m,other,1,41,3,14,0,57,no_promoted
69293,Procurement,region_7,Master's & above,f,other,1,30,3,6,0,66,no_promoted
27092,Sales & Marketing,region_31,Bachelor's,f,sourcing,1,28,3,5,0,48,no_promoted
64478,Sales & Marketing,region_31,Bachelor's,m,other,3,36,1,5,0,47,no_promoted
69528,Analytics,region_22,Bachelor's,m,other,2,29,4,2,0,87,promoted
65214,Operations,region_29,Bachelor's,f,other,1,30,2,3,0,60,no_promoted
26577,Analytics,region_11,Bachelor's,m,other,1,30,2,7,0,98,promoted
529,Procurement,region_2,Bachelor's,m,sourcing,1,26,3,2,0,76,no_promoted
59617,Sales & Marketing,region_22,Bachelor's,m,other,1,38,1,2,0,48,no_promoted
65884,Legal,region_7,Bachelor's,m,sourcing,1,32,5,3,0,62,no_promoted
2047,Sales & Marketing,region_32,Bachelor's,m,other,1,40,3,6,0,47,no_promoted
11564,Sales & Marketing,region_26,Bachelor's,m,other,1,24,,1,0,53,no_promoted
33256,Operations,region_13,Bachelor's,m,other,1,48,3,11,0,63,no_promoted
43109,Sales & Marketing,region_7,Master's & above,m,sourcing,1,32,4,6,0,43,no_promoted
31807,Analytics,region_22,Bachelor's,f,sourcing,1,31,4,6,0,84,no_promoted
56463,Procurement,region_2,Bachelor's,m,other,3,29,5,2,0,68,no_promoted
59994,Analytics,region_34,Bachelor's,m,sourcing,2,34,3,5,0,88,no_promoted
19872,Sales & Marketing,region_2,Master's & above,m,other,1,34,5,3,0,51,no_promoted
29769,Sales & Marketing,region_19,Bachelor's,m,other,2,36,5,3,0,50,no_promoted
1990,Technology,region_15,Master's & above,m,other,2,35,2,7,0,87,no_promoted
27423,Operations,region_2,Bachelor's,m,other,1,40,3,3,0,64,no_promoted
61414,Procurement,region_4,Master's & above,m,other,1,47,3,4,0,66,no_promoted
4437,Sales & Marketing,region_2,Bachelor's,m,other,1,53,5,7,0,48,no_promoted
59607,Technology,region_23,Bachelor's,m,other,2,29,4,6,0,77,no_promoted
24359,Operations,region_31,Bachelor's,f,other,1,28,2,2,0,63,no_promoted
34468,R&D,region_22,Bachelor's,m,other,1,32,3,4,0,78,no_promoted
37752,Procurement,region_2,Master's & above,m,sourcing,1,49,3,6,0,72,no_promoted
46693,Sales & Marketing,region_4,Bachelor's,m,other,2,45,5,5,1,51,no_promoted
2804,Procurement,region_7,Master's & above,f,other,1,33,3,4,0,68,no_promoted
58713,Analytics,region_26,Bachelor's,m,other,2,34,3,6,0,85,no_promoted
38118,Procurement,region_7,Master's & above,m,sourcing,1,44,5,11,1,83,promoted
1662,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,24,2,2,0,52,no_promoted
49562,Technology,region_16,Bachelor's,m,other,1,33,3,3,0,77,no_promoted
22050,Procurement,region_11,Master's & above,m,other,1,42,4,9,0,69,no_promoted
12376,Procurement,region_19,Bachelor's,m,sourcing,1,39,3,4,0,69,no_promoted
18866,Sales & Marketing,region_28,Bachelor's,m,sourcing,1,28,1,4,0,47,no_promoted
52696,Procurement,region_22,Bachelor's,m,sourcing,2,26,3,2,0,69,no_promoted
27512,Sales & Marketing,region_2,Bachelor's,m,other,1,33,5,7,0,50,no_promoted
36419,Operations,region_25,Bachelor's,m,other,1,34,4,10,0,55,no_promoted
56062,Sales & Marketing,region_16,Bachelor's,m,sourcing,1,28,5,2,0,50,no_promoted
9642,Analytics,region_6,Bachelor's,f,sourcing,1,28,,1,0,79,no_promoted
5828,Finance,region_32,Bachelor's,m,other,2,32,4,6,0,57,no_promoted
27572,Operations,region_27,Bachelor's,m,other,2,29,3,3,0,64,no_promoted
53392,Operations,region_13,Bachelor's,m,other,1,41,1,3,0,57,no_promoted
47454,Sales & Marketing,region_4,Bachelor's,m,sourcing,2,26,3,5,0,44,no_promoted
70529,Sales & Marketing,region_27,Bachelor's,f,sourcing,1,37,1,7,0,52,no_promoted
74782,Procurement,region_2,Bachelor's,f,sourcing,2,29,3,6,0,73,no_promoted
32267,Finance,region_26,Bachelor's,m,other,1,37,3,4,0,57,no_promoted
30183,Technology,region_7,Master's & above,m,other,1,41,3,9,0,81,no_promoted
9925,Procurement,region_17,Bachelor's,f,other,1,48,4,16,0,65,no_promoted
16534,HR,region_24,Bachelor's,m,sourcing,1,33,1,7,0,46,no_promoted
29311,Sales & Marketing,region_13,Bachelor's,f,sourcing,1,35,1,2,0,,no_promoted
26570,Finance,region_26,Bachelor's,m,other,1,29,4,4,0,59,no_promoted
20997,Analytics,region_27,Bachelor's,m,other,1,28,1,3,0,87,no_promoted
4387,Sales & Marketing,region_31,Bachelor's,m,other,1,30,5,3,0,49,no_promoted
44313,Sales & Marketing,region_13,Master's & above,m,sourcing,1,42,1,6,0,50,no_promoted
26658,Sales & Marketing,region_2,Master's & above,f,sourcing,1,32,3,6,0,48,no_promoted
14,Operations,region_2,Bachelor's,f,sourcing,2,38,5,8,0,60,no_promoted
9661,Analytics,region_22,Bachelor's,m,sourcing,1,28,3,5,0,80,no_promoted
51436,HR,region_22,Bachelor's,f,sourcing,1,27,3,2,0,46,promoted
34404,Operations,region_29,Bachelor's,m,other,1,36,3,7,0,,no_promoted
14311,Analytics,region_22,Bachelor's,m,referred,2,29,3,3,0,80,no_promoted
45796,Procurement,region_17,Master's & above,f,sourcing,1,34,3,7,0,68,no_promoted
49517,Procurement,region_29,Bachelor's,m,sourcing,1,32,4,10,0,65,no_promoted
12507,Operations,region_12,Bachelor's,f,sourcing,1,31,2,4,0,62,no_promoted
2006,Technology,region_7,Master's & above,f,sourcing,1,34,3,7,0,78,no_promoted
13491,Sales & Marketing,region_26,Bachelor's,f,other,1,39,2,5,0,51,no_promoted
68817,Technology,region_22,Bachelor's,m,sourcing,1,29,4,2,0,96,promoted
14382,Sales & Marketing,region_22,Bachelor's,f,other,3,28,4,5,0,54,no_promoted
51238,Technology,region_2,Bachelor's,m,referred,1,33,5,4,0,85,no_promoted
39507,Procurement,region_2,Master's & above,f,other,1,43,5,10,0,71,no_promoted
72505,Finance,region_2,Bachelor's,m,other,1,44,4,16,0,62,no_promoted
1793,Analytics,region_26,Bachelor's,f,other,1,27,3,3,0,84,no_promoted
29596,Analytics,region_2,Bachelor's,f,sourcing,1,41,4,9,0,84,no_promoted
59959,Legal,region_27,Bachelor's,m,other,2,30,5,4,0,62,no_promoted
65891,Technology,region_22,Bachelor's,f,other,1,27,4,3,0,83,no_promoted
8466,Operations,region_25,Bachelor's,f,other,1,29,5,7,0,60,no_promoted
25483,Legal,region_27,Bachelor's,m,sourcing,1,27,,1,0,73,promoted
60090,Procurement,region_2,Bachelor's,f,sourcing,1,56,4,12,0,73,no_promoted
77155,Analytics,region_31,Bachelor's,f,sourcing,1,27,3,2,0,81,no_promoted
40939,Operations,region_22,Master's & above,m,other,1,53,1,29,0,56,no_promoted
7687,Operations,region_15,Bachelor's,m,other,1,36,3,6,0,58,no_promoted
25476,HR,region_34,Bachelor's,m,other,1,31,4,3,0,53,no_promoted
58408,Sales & Marketing,region_22,Bachelor's,m,other,1,27,,1,0,53,no_promoted
2519,Finance,region_22,Bachelor's,m,sourcing,1,27,3,2,0,53,no_promoted
68476,Analytics,region_7,Master's & above,m,sourcing,1,37,2,5,0,87,promoted
11513,Technology,region_24,Master's & above,m,other,1,36,1,5,0,79,no_promoted
62049,Procurement,region_23,Bachelor's,f,sourcing,1,35,5,3,0,65,no_promoted
61571,Sales & Marketing,region_22,,f,sourcing,1,27,4,3,0,49,no_promoted
51900,Sales & Marketing,region_7,Bachelor's,m,sourcing,3,27,3,1,0,48,no_promoted
15647,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,31,3,6,0,52,no_promoted
44796,Sales & Marketing,region_8,Master's & above,m,other,1,32,3,7,0,49,no_promoted
47178,Operations,region_2,Bachelor's,m,other,1,28,4,3,0,59,no_promoted
46404,Sales & Marketing,region_20,Bachelor's,m,other,1,30,1,2,0,51,no_promoted
12668,Operations,region_19,Bachelor's,m,other,2,41,3,12,0,60,no_promoted
32590,R&D,region_11,Master's & above,m,sourcing,1,37,4,3,0,88,no_promoted
901,Technology,region_27,Master's & above,f,sourcing,1,39,1,10,0,80,no_promoted
59090,Sales & Marketing,region_14,Bachelor's,m,other,1,30,3,9,0,49,no_promoted
266,Procurement,region_7,Bachelor's,m,sourcing,1,36,3,7,0,71,no_promoted
17475,Sales & Marketing,region_31,Bachelor's,f,other,1,31,5,5,0,52,no_promoted
37699,Sales & Marketing,region_13,Bachelor's,m,other,1,53,4,10,0,52,no_promoted
1070,Technology,region_2,Below Secondary,f,other,2,20,5,2,0,79,no_promoted
76231,Technology,region_15,Bachelor's,m,sourcing,1,32,4,3,0,80,no_promoted
26497,Procurement,region_7,Bachelor's,f,other,2,33,3,5,0,74,no_promoted
39845,Operations,region_16,Master's & above,f,other,1,32,4,2,0,62,no_promoted
47418,Sales & Marketing,region_7,Bachelor's,m,sourcing,2,35,2,5,0,47,no_promoted
24144,Procurement,region_22,Bachelor's,m,sourcing,5,29,4,3,0,68,no_promoted
67811,R&D,region_2,Master's & above,m,sourcing,4,26,,1,0,88,no_promoted
6485,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,31,1,8,0,51,no_promoted
16785,Operations,region_2,Bachelor's,m,other,1,25,3,1,0,60,no_promoted
11479,Procurement,region_11,Master's & above,f,sourcing,1,35,3,10,0,63,no_promoted
4319,Technology,region_16,Bachelor's,f,other,1,28,5,2,0,83,no_promoted
35240,Operations,region_15,Bachelor's,m,other,1,38,4,12,0,57,no_promoted
15210,Operations,region_2,Bachelor's,f,other,1,56,4,10,0,,no_promoted
175,Sales & Marketing,region_4,Bachelor's,m,sourcing,4,27,1,5,0,48,no_promoted
6266,Sales & Marketing,region_23,Bachelor's,m,sourcing,1,38,5,11,0,52,no_promoted
23358,Sales & Marketing,region_18,Bachelor's,m,other,2,25,,1,0,51,no_promoted
1286,Operations,region_4,Master's & above,m,other,1,49,3,18,0,57,no_promoted
64327,Operations,region_2,,m,other,1,33,1,6,0,58,no_promoted
23728,Technology,region_13,Bachelor's,m,other,1,38,2,2,0,81,no_promoted
35918,Legal,region_2,Bachelor's,m,other,1,28,3,2,0,57,no_promoted
16972,Finance,region_27,Bachelor's,f,sourcing,1,27,4,6,0,58,no_promoted
46254,Procurement,region_2,Bachelor's,f,other,1,39,1,5,0,70,no_promoted
48357,Procurement,region_11,Master's & above,m,sourcing,1,39,3,5,0,66,no_promoted
16899,Sales & Marketing,region_23,Bachelor's,m,other,1,35,1,5,0,48,no_promoted
48658,Operations,region_7,Bachelor's,m,sourcing,1,33,3,2,0,57,no_promoted
57934,Sales & Marketing,region_21,Bachelor's,m,other,2,46,1,2,0,54,no_promoted
58589,Analytics,region_31,Bachelor's,m,other,1,32,2,9,0,81,no_promoted
26199,Operations,region_15,Bachelor's,f,other,1,36,4,9,0,59,no_promoted
16393,Sales & Marketing,region_22,Master's & above,f,other,1,32,4,9,0,49,no_promoted
31259,Analytics,region_2,Bachelor's,f,other,2,29,5,5,0,82,no_promoted
33393,Technology,region_11,Bachelor's,m,other,1,28,3,6,0,79,no_promoted
22277,Operations,region_31,Master's & above,f,other,1,34,3,3,0,59,promoted
23017,R&D,region_26,Bachelor's,m,other,1,30,1,2,0,81,no_promoted
811,Sales & Marketing,region_2,Bachelor's,f,other,1,59,5,18,0,48,no_promoted
45075,Sales & Marketing,region_31,Master's & above,m,sourcing,2,32,1,2,0,46,no_promoted
74846,Legal,region_2,Master's & above,f,sourcing,1,46,3,14,0,55,no_promoted
49588,Sales & Marketing,region_25,Bachelor's,m,sourcing,1,36,5,5,0,51,promoted
23797,Sales & Marketing,region_2,Bachelor's,m,other,1,59,1,15,0,50,no_promoted
30488,Technology,region_7,Bachelor's,f,sourcing,1,28,3,6,0,79,no_promoted
9940,Sales & Marketing,region_16,,m,sourcing,2,25,1,2,0,52,no_promoted
76958,Sales & Marketing,region_2,Bachelor's,f,other,1,43,4,13,0,49,no_promoted
61800,Analytics,region_31,Bachelor's,m,sourcing,1,33,3,10,0,82,no_promoted
3732,Operations,region_25,Below Secondary,m,other,1,26,5,3,0,54,no_promoted
22866,Sales & Marketing,region_30,Bachelor's,m,other,2,27,2,3,0,48,no_promoted
40505,Procurement,region_11,Bachelor's,f,other,1,29,3,4,0,69,no_promoted
31415,Finance,region_27,Bachelor's,f,sourcing,1,28,3,2,0,58,no_promoted
13924,Sales & Marketing,region_22,Master's & above,m,sourcing,1,35,3,3,0,54,no_promoted
6591,Sales & Marketing,region_28,Master's & above,m,other,1,47,2,14,0,53,no_promoted
28366,Procurement,region_2,Bachelor's,f,sourcing,1,58,4,11,0,64,no_promoted
14676,Operations,region_25,Bachelor's,m,other,1,28,,1,0,60,no_promoted
27850,Analytics,region_13,Master's & above,m,other,1,34,4,3,0,88,no_promoted
70771,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,36,4,7,0,51,no_promoted
10419,Analytics,region_2,Bachelor's,m,other,2,58,3,7,0,86,no_promoted
51890,Sales & Marketing,region_7,Bachelor's,m,sourcing,1,33,5,6,0,54,no_promoted
